,"﻿""Key""",Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,asreview_group_id,asreview_label,asreview_time,asreview_note
2277,WJB9I5CX,journalArticle,2023.0,"Wali, Alaka; Collins, Robert Keith",Decolonizing Museums: Toward a Paradigm Shift,Annual Review of Anthropology,,,10.1146/annurev-anthro-052721-040652,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176332506&doi=10.1146%2Fannurev-anthro-052721-040652&partnerID=40&md5=f3882671bdf5166e38d17dd69f2548d3,"This review examines the discourses and practices that have produced a lively literature on museum decolonization created by scholars of museum practices and curators. We consider the trajectory of decolonization efforts in museums, focusing especially on the care of Native North American heritage, with comparison to similar trajectories internationally. We begin with a discussion of decolonizing moments in theory and practice, with particular attention to 1990s critique of ethnographic museums and developments after the passage of the Native American Graves Protection and Repatriation Act (NAGPRA). Following this discussion is a review of works on concerns regarding Native American representation and public displays, involvement in collections care, and the varied collaborations that are changing museum practices. The final section foregrounds the fluorescence of tribal museums and their contributions to the decolonization and indigenization of museums, as well as emerging paradigm shifts in both the anthropology of museums and anthropology in museums. © 2023 Annual Reviews Inc.. All rights reserved.",2023,2025-12-16 16:11:11,2025-12-16 16:11:11,,329 - 345,,,52,,,,,,,,,,,,,,,,,Type: Review,,,,museum; decolonization; ethnography; theoretical study; comparative study; North America; paradigm shift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2277,1,2026-07-06 15:52:11,
971,GWQCN5BK,journalArticle,2012.0,"Innocenti, Perla",Preventing digital casualties: An interdisciplinary research for preserving digital art,Leonardo,,,10.1162/LEON_a_00448,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866018296&doi=10.1162%2FLEON_a_00448&partnerID=40&md5=c48979fb4d01e6957ef539e6b09260f9,"There are practical problems associated with documentation, preservation, access, function, context and meaning of digital art. How do we care for similar works, and which are the theoretical and methodological challenges for curating and preserving digital art? Upon an ongoing case-based investigation of current digital and media art conservation practices at leading international museums, The author investigates how conservation for digital art could benefit from interdisciplinary synergies with Digital Preservation, Art Theory, and Information Management. A longer version of this paper entitled 'Evolution and preservation of digital art: case studies from ZKM', was presented at the Association of Art Historians (AAH) Conference 2010, University of Glasgow, United Kingdom. © 2012 ISAST.",2012,2025-12-16 16:10:55,2025-12-16 16:10:55,,472 - 473,,5,45,,,,,,,,,,,,,,,,,Type: Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971,1,2026-07-06 15:52:21,
2675,YXHYL4WM,journalArticle,2012.0,"Innocenti, Perla",PREVENTING DIGITAL CASUALTIES: AN INTERDISCIPLINARY RESEARCH FOR PRESERVING DIGITAL ART,LEONARDO,,,10.1162/LEON_a_00448,,"There are practical problems associated with documentation, preservation, access, function, context and meaning of digital art. How do we care for similar works, and which are the theoretical and methodological challenges for curating and preserving digital art? Upon an ongoing case-based investigation of current digital and media art conservation practices at leading international museums, The author investigates how conservation for digital art could benefit from interdisciplinary synergies with Digital Preservation, Art Theory, and Information Management. A longer version of this paper entitled `Evolution and preservation of digital art: case studies from ZKM', was presented at the Association of Art Historians (AAH) Conference 2010, University of Glasgow, United Kingdom.",2012-10,2025-12-16 16:11:46,2025-12-16 16:11:46,,472-473,,5,45,,,,,,,,,,,,,,,,,Type: Article,,,,digital preservation; computer-based art; digital art; interdisciplinary collaborations; theoretical frameworks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971,1,2026-07-06 15:52:21,
1492,WG3HM7JC,journalArticle,2013.0,"Munro, Ealasaid","""People just need to feel important, like someone is listening"": Recognising museums' community engagement programmes as spaces of care",Geoforum,,,10.1016/j.geoforum.2013.04.008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877791617&doi=10.1016%2Fj.geoforum.2013.04.008&partnerID=40&md5=c22991ffdaff2607d6caab42dfbbbd92,"This paper examines the ways in which spaces of care are produced within museums. In particular, this paper investigates community engagement, a relatively underexplored facet of museum practice in the UK. Community engagement is often understood as a way for museums to engage with those individuals, groups and communities who do not or cannot regularly visit museums. Goals for community engagement programmes range from the short-term, for example the creation of a body of knowledge around an object from a museum's collection, through to the long-term, for example the cultivation of a relationship between local communities and the museums service. The paper draws upon a period of ethnographic research undertaken with Glasgow Museums - the city of Glasgow's municipal museum service. I use the example of community engagement as a means of interrogating the spaces of care produced within museums. I argue that museums are ideal places within which to create caring spaces and yet clear problems arise when the caring that is done within museums is not recognised as such. I also argue that ideas about women's ability to cultivate and sustain care relationships are reproduced in museum settings. © 2013.",2013,2025-12-16 16:11:02,2025-12-16 16:11:02,,54 - 62,,,48,,,,,,,,,,,,,,,,,Type: Article,,,,museum; Scotland; gender; United Kingdom; cultivation; Glasgow [Scotland],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1492,1,2026-07-06 15:52:45,
1388,TRLJPQZE,journalArticle,2022.0,"McCann, Erina; Hadfield, Jade",Looking Back to Move Forward: Continuing Community-centric Practices for Conservation and Collection Care of Pacific Collections in an Australian Museum,Studies in Conservation,,,10.1080/00393630.2022.2066318,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132655992&doi=10.1080%2F00393630.2022.2066318&partnerID=40&md5=dbbd0855b8c167a9eead6f0971ba6a57,"The changing role of conservation necessitates the facilitation of space through which spiritual and physical interactions occur. Enabling balance between collections and communities past and present, establishes respect and acknowledgement for diverse cultural knowledge. To formalise this, a Methodology for Cultural Safety and Care was co-developed during the redevelopment of Te Pasifika exhibition at Museums Victoria (2018–2020). The framework looks to the past, to address the inequities in Pasifika representation and voice in cultural collections, then to the present, to create a robust platform for community-centric storytelling in Victoria, Australia, with respect to wider Moana (ocean) values. This centres orality, collaboration and community, drawing from cultural practice, ‘new’ guidelines for collection management, conservation and collections care, while providing a platform for collective Pasifika voices in an Australian context. Access to museum collections by members of a culturally diverse Pasifika diasporic community in Victoria, Australia, is integral to cultural maintenance and community wellbeing. Cultural knowledge continually transcends generations, moulding identities in new contexts, fluidly evolving, while adapting, changing and responding to community needs. The methodology challenges the rigidity of traditional museum ideology. Normalising Indigenous practices and values in a museum context removes distance between all involved and humanises museum practice, benefiting both those who interact with taonga (cultural treasures) and the taonga themselves. Reflecting on the implementation of this methodology, we emphasise the need to elevate cultural values as museum practice, affirming the viability of creating ongoing opportunities for community input. © The International Institute for Conservation of Historic and Artistic Works 2022.",2022,2025-12-16 16:11:00,2025-12-16 16:11:00,,166 - 172,,S1,67,,,,,,,,,,,,,,,,,Type: Article,,,,Indigenous conservation; Historic preservation; Past and present; Cultural knowledge; Museum collections; Community-centric practice; Energy conservation; Museum cultural safety; Pacific diaspora community in victoria; Physical and intangible heritage; Physical interactions; Victorias (Australia),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1388,1,2026-07-06 15:53:16,
2813,JPX9PPF5,journalArticle,2022.0,"McCann, Erina; Hadfield, Jade",Looking Back to Move Forward: Continuing Community-centric Practices for Conservation and Collection Care of Pacific Collections in an Australian Museum,STUDIES IN CONSERVATION,,,10.1080/00393630.2022.2066318,,"The changing role of conservation necessitates the facilitation of space through which spiritual and physical interactions occur. Enabling balance between collections and communities past and present, establishes respect and acknowledgement for diverse cultural knowledge. To formalise this, a Methodology for Cultural Safety and Care was co-developed during the redevelopment of Te Pasifika exhibition at Museums Victoria (2018-2020). The framework looks to the past, to address the inequities in Pasifika representation and voice in cultural collections, then to the present, to create a robust platform for community-centric storytelling in Victoria, Australia, with respect to wider Moana (ocean) values. This centres orality, collaboration and community, drawing from cultural practice, `new' guidelines for collection management, conservation and collections care, while providing a platform for collective Pasifika voices in an Australian context. Access to museum collections by members of a culturally diverse Pasifika diasporic community in Victoria, Australia, is integral to cultural maintenance and community wellbeing. Cultural knowledge continually transcends generations, moulding identities in new contexts, fluidly evolving, while adapting, changing and responding to community needs. The methodology challenges the rigidity of traditional museum ideology. Normalising Indigenous practices and values in a museum context removes distance between all involved and humanises museum practice, benefiting both those who interact with taonga (cultural treasures) and the taonga themselves. Reflecting on the implementation of this methodology, we emphasise the need to elevate cultural values as museum practice, affirming the viability of creating ongoing opportunities for community input.",2022-08-10,2025-12-16 16:11:49,2025-12-16 16:11:49,,166-172,,"1, SI",67,,,,,,,,,,,,,,,,,Type: Article,,,,Community-centric practices; Indigenous conservation; museum collections; museum cultural safety; Pacific diaspora communities in Victoria; physical and intangible heritage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1388,1,2026-07-06 15:53:16,
828,ZSDH3ZCX,journalArticle,2023.0,"Griffin, Sarah M.; Klimm, Florian",NETWORKS AND MUSEUM COLLECTIONS,,,,10.1093/oxfordhb/9780198854265.013.40,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196247562&doi=10.1093%2Foxfordhb%2F9780198854265.013.40&partnerID=40&md5=6fffae2542bd72aa6d34f0bd765bc357,"This chapter explores different methods for constructing and analyzing networks from museum collection data, using a dataset provided by the Metropolitan Museum of Art in New York as a case study. To investigate how the use of different media (i.e. materials and techniques) vary across the collection, networks concerning the media associated with each object are constructed, specifically a two-mode object–medium network and a one-mode network of medium co-occurrence. Within these networks, nodes are ranked by their centralities to identify abundant and important media, which are then considered in relation to museum practices, such as the categorization of objects into separate departments. In order to identify how the media used in the production of the objects change over time, a temporal co-occurrence network is investigated as a multilayer network. Investigating multiple centuries individually as separate layers reveals a change in media use over time. By creating new perspectives on the collection made possible with digital tools and that are less determined by some of the subjective choices concerning the curation and care of the collections, we believe temporal networks of museum datasets can reveal valuable insights on museum collections. Similar methods may also be applied to collections of objects outside of museums, such as archaeological assemblages. © Oxford University Press 2024.",2023,2025-12-16 16:10:54,2025-12-16 16:10:54,,149 - 161,,,,,,,,,,,,,,,,,,,,Type: Book chapter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828,1,2026-07-06 15:53:19,
1243,RIV7VT2A,journalArticle,2018.0,"Lindsay, Helen",Evidencing the Case for Preventive Conservation: the Role of Collections Care Documentation,Studies in Conservation,,,10.1080/00393630.2018.1504516,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053228662&doi=10.1080%2F00393630.2018.1504516&partnerID=40&md5=db94f219ebdb3797080a19c54a604585,"Collections care describes actions taken to prevent or limit the deterioration of moveable cultural heritage and ‘collections care documentation’ (CCD) refers to the recording and retention of information relating to those activities. This paper describes the findings of a survey and targeted interviews with staff from a number of U.K. museums, archives and libraries. The results suggest that, while there is much good practice, some organisations face difficulties instituting a framework for CCD which covers all their activities effectively. Large and small organisations have varying challenges to face; the former with specialist staff working in separate departments and the latter with staff who carry out activities relating to preventive conservation but who may not have specialist knowledge. An efficient documentation structure, which is resilient and relevant to the organisation, can support and improve communication as well as raise awareness of the reasons for and methods of preventive conservation. This paper looks at the reasons why even basic practices can sometimes be difficult to achieve and presents ideas for identifying and overcoming barriers. As preventive conservators argue that specified actions influence the long-term sustainability of collections the evidence that allows verification those claims needs to be retained. In order to do this, a greater focus on what data to collect and why will enable the sector to align CCD with specific research questions. © 2018, © The International Institute for Conservation of Historic and Artistic Works 2018.",2018,2025-12-16 16:10:59,2025-12-16 16:10:59,,175 - 180,,sup1,63,,,,,,,,,,,,,,,,,Type: Article,,,,heritage; Conservation; collections care; Preventive conservation; Preventive; Cultural heritages; System program documentation; Deterioration; Surveys; Surveying; Long-term sustainability; Record keeping; Records management; Research questions; Risks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1243,1,2026-07-06 15:53:23,
2770,R26GAFHQ,journalArticle,2018.0,"Lindsay, Helen",Evidencing the Case for Preventive Conservation: the Role of Collections Care Documentation,STUDIES IN CONSERVATION,,,10.1080/00393630.2018.1504516,,"Collections care describes actions taken to prevent or limit the deterioration of moveable cultural heritage and `collections care documentation' (CCD) refers to the recording and retention of information relating to those activities. This paper describes the findings of a survey and targeted interviews with staff from a number of U.K. museums, archives and libraries. The results suggest that, while there is much good practice, some organisations face difficulties instituting a framework for CCD which covers all their activities effectively. Large and small organisations have varying challenges to face; the former with specialist staff working in separate departments and the latter with staff who carry out activities relating to preventive conservation but who may not have specialist knowledge. An efficient documentation structure, which is resilient and relevant to the organisation, can support and improve communication as well as raise awareness of the reasons for and methods of preventive conservation. This paper looks at the reasons why even basic practices can sometimes be difficult to achieve and presents ideas for identifying and overcoming barriers. As preventive conservators argue that specified actions influence the long-term sustainability of collections the evidence that allows verification those claims needs to be retained. In order to do this, a greater focus on what data to collect and why will enable the sector to align CCD with specific research questions.",2018,2025-12-16 16:11:48,2025-12-16 16:11:48,,175-180,,"1, SI",63,,,,,,,,,,,,,,,,,Type: Article,,,,heritage; conservation; collections care; risk; documentation; Preventive; record keeping; survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1243,1,2026-07-06 15:53:23,
574,TADIIDCQ,journalArticle,2023.0,"Donlan, Katie",Thinking outside the (museum) box,Anthropology and Humanism,,,10.1111/anhu.12444,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161591607&doi=10.1111%2Fanhu.12444&partnerID=40&md5=1556a7e37f762c6710ba3068575e9e47,"Traversing between museum, archive, and community, this flash ethnography explores the tensions and possibilities of museum collections research today. As museums increasingly strive to repair relationships with descendant communities via collaboration and renewed access to collections, lingering questions remain. Where do cultural items belong, how should they be cared for, and by whom? I draw attention to the potential limits of familiar museum tools of documentation and preservation—databases, storage boxes, and cotton gloves—that become illuminated when cultural items travel home to communities. Ultimately, I seek to complicate the museum's capacity to care for the complex, lively, and storied belongings that “collections” indeed are. © 2023 American Anthropological Association.",2023,2025-12-16 16:10:49,2025-12-16 16:10:49,,365 - 367,,2,48,,,,,,,,,,,,,,,,,Type: Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574,1,2026-07-06 15:53:30,
2284,B7ECH3H7,journalArticle,2024.0,"Wallis, Nicola; Noble, Kate",The slow museum: the affordances of a university art museum as a nurturing and caring space for young children and their families,Museum Management and Curatorship,,,10.1080/09647775.2023.2269145,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174221721&doi=10.1080%2F09647775.2023.2269145&partnerID=40&md5=5ff40a7add66580b904d38ba105e272a,"Museums are increasingly considering civic responsibilities towards the communities of which they are a part. In this study, a group of families with children aged between two and four years visited a university art museum for multiple facilitated sessions within a participatory research project. Drawing on previous work on caring museum practices, this article explores the potential of museums to support young families through key affordances: time, connection, and exploration. We demonstrate how, by offering opportunities to slow down, build relationships, and take risks, the museum can become a nurturing space of care and connectedness. We contrast this care-centred approach with the pressure exerted on both the museum and early years sectors of target-setting approaches with easily measurable outcomes demanding a singular focus on rapid linear progress. The analysis presented here resists this model, offering instead an approach rooted in gentle attention and openness. © 2023 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",2024,2025-12-16 16:11:11,2025-12-16 16:11:11,,694 - 715,,6,39,,,,,,,,,,,,,,,,,Type: Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2284,1,2026-07-06 15:53:47,
3104,JC9HT2QX,journalArticle,2024.0,"Wallis, Nicola; Noble, Kate",The slow museum: the affordances of a university art museum as a nurturing and caring space for young children and their families,MUSEUM MANAGEMENT AND CURATORSHIP,,,10.1080/09647775.2023.2269145,,"Museums are increasingly considering civic responsibilities towards the communities of which they are a part. In this study, a group of families with children aged between two and four years visited a university art museum for multiple facilitated sessions within a participatory research project. Drawing on previous work on caring museum practices, this article explores the potential of museums to support young families through key affordances: time, connection, and exploration. We demonstrate how, by offering opportunities to slow down, build relationships, and take risks, the museum can become a nurturing space of care and connectedness. We contrast this care-centred approach with the pressure exerted on both the museum and early years sectors of target-setting approaches with easily measurable outcomes demanding a singular focus on rapid linear progress. The analysis presented here resists this model, offering instead an approach rooted in gentle attention and openness.",2024-11-01,2025-12-16 16:11:52,2025-12-16 16:11:52,,694-715,,6,39,,,,,,,,,,,,,,,,,Type: Article,,,,Museums; care; families; participatory research; slowness; young children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2284,1,2026-07-06 15:53:47,
2109,DMWAJZAC,journalArticle,2019.0,"Tanner, Elise; Huang, Margaret",Planning for time-based media artwork preservation at the Philadelphia museum of art,Art Documentation,,,10.1086/705727,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076960727&doi=10.1086%2F705727&partnerID=40&md5=3fc48fb081468c0f4fe3e2c9d44dadbf,"The National Digital Stewardship Residency in Art Information (NDSR Art) project at the Philadelphia Museum of Art titled “Planning for Time-Based Media Artwork Preservation” was a year-long initiative to research the collecting, care, and conservation needs of the museum’s time-based media art (TBMA) collection. In this article, the authors describe the work of the NDSR Art resident and her host mentor that entailed establishing digital storage space, creating and implementing a disk-imaging workflow for the artworks’ born-digital components, and developing more robust collections records. Ultimately, the project produced a foundation of knowledge and documentation to inform museum staff about the best practices and standards necessary to build an infrastructure that fully supports the unique preservation needs of TBMA. © 2019 by The Art Libraries Society of North America. All rights reserved.",2019,2025-12-16 16:11:10,2025-12-16 16:11:10,,229 - 261,,2,38,,,,,,,,,,,,,,,,,Type: Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2109,1,2026-07-06 15:53:52,
2279,GQE5LXTL,journalArticle,2025.0,"Walker, Amy; Moles, Kate; Höpfel, Jürgen Viet Anh",Nostalgia and the cruel promises of austerity: Neoliberal narratives and post-industrial memory in the South Wales coalfield,Memory Studies,,,10.1177/17506980251320778,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004582659&doi=10.1177%2F17506980251320778&partnerID=40&md5=71279422cd77a1b188e67d53c0c1e89f,"Austerity in the United Kingdom has been widely framed, in academic and popular representations, as a nostalgic project, drawing legitimacy from idealised images of a resilient past. We argue that these notions of resilience embedded in austerity discourses parallel nostalgic attachments to mining legacies in the South Wales coalfield. Through analysing the promises and strategies behind austerity, we explore its complex dynamics in post-industrial communities marked by long-standing marginalisation and hardship. Based on ethnographic research in the South Wales Valleys, we contend that nostalgia plays a key role in nurturing the ‘cruel optimism’ of austerity, enrolling citizens into its neoliberal logic and material practices. Nostalgic practices such as heritage projects and community initiatives often reinforce values central to austerity, creating a conflicted space where memory serves both empowerment and exploitation. However, amid the legacies of deindustrialisation and austerity, a growing scepticism and recognition of austerity’s failures have given rise to subtle forms of resistance, grounded in community solidarity and care. This resistance, sustained by nostalgic narratives of perseverance and collective identity, holds potential for alternative, transformative politics in the future. © The Author(s) 2025.",2025,2025-12-16 16:11:11,2025-12-16 16:11:11,,377 - 392,,2,18,,,,,,,,,,,,,,,,,Type: Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2279,0,2026-07-06 13:30:18,
2548,KZL7RYHE,journalArticle,2023.0,"da Costa Bomfim, Laudineia Barros; Moreira da Silva, Cleiry Simone; Porto, Fernando",Culture of caring for indigenous people with children,CULTURA DE LOS CUIDADOS,,,10.14198/cuid.2023,,"Objective: to present the care lifestyles of indigenous peoples with an emphasis on children for transfer in health institutions. Methodology: documental investigation, in the aspect of the culture of care, through four indigenous communities circumscribed in Roraima. The discussion in four axes: hygiene, food, evacuations to eat and sleep, and care for injuries to children under and over 1 year old. Results: This gave rise to three tables: indigenous people, lifestyle of care for children under 1 year old and another with children over 1 year old. Contributions to practice: these were traces of how difficult it is to care for the indigenous population, which deserves training for health professionals. Final Considerations: They pointed to interculturality, the process of cultural heritage, in principle, through Catholicism and the need for training health professionals, especially nursing with the proposal of transculturality.",2023,2025-12-16 16:11:45,2025-12-16 16:11:45,,185-198,,65,27,,,,,,,,,,,,,,,,,Type: Article,,,,care; Habits; indigenous.; mores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2548,0,2026-07-06 13:30:51,
2069,BSXQKVYV,journalArticle,2024.0,"Stigter, Sanneke",Articulating artworks: On the theory and practice of oral history in art conservation,,,,10.4324/9781003360575-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205177518&doi=10.4324%2F9781003360575-5&partnerID=40&md5=c2e6f6f79f07ac65e854dd639d7962f8,"This chapter is a personal account of a contemporary art conservator using ‘artwork interviews’ for research in conservation and technical art history. Three case studies illustrate which features and values surface when discussing artworks through the lens of conservation, and how an autoethnographic approach can help manage one’s input as an interviewer. Two artworks by Jan Dibbets and one by Sjoerd Buisman are discussed through interviews with the artists themselves and with former museum professional Louis Baltussen. In drawing the examples together, this chapter aims to contribute to a better theoretical understanding of the interview as a source, and a more reflexive approach when employing oral history methods. Foreseeing what the interview could mean for an artwork while conducting it enables the interviewer to better manage their role, as the source created will not only become part of the artwork’s informational body, but can also inform decision-making about its conservation, installation or recreation. In addition to what it yields, it is suggested that interviewing artists and other stakeholders about a work of art could even be considered a form of conservation, especially for ephemeral work, such as conceptual art and process-based work. In such interviews, artworks are articulated in great detail and carefully defined - and redefined - with genuine curiosity and utmost care. © 2025 selection and editorial matter, Lucia Farinati and Jennifer Thatcher.",2024,2025-12-16 16:11:08,2025-12-16 16:11:08,,64 - 78,,,,,,,,,,,,,,,,,,,,Type: Book chapter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2069,0,2026-07-06 13:38:39,
2051,2GW4RCL8,journalArticle,2012.0,"Staniforth, Sarah; Lloyd, Helen",Use it or lose it: The opportunities and challenges of bringing historic places to life,Studies in Conservation,,,10.1179/2047058412Y.0000000053,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870475079&doi=10.1179%2F2047058412Y.0000000053&partnerID=40&md5=a87ef9fa6789f0c69b6338695578f644,"Decorative art collections which remain in the places for which they were made, bought, or collected can illuminate the past by showing how objects were used. This paper explores how managers and collections care staff can establish levels of visitor access and object use which enhance the visitor experience. Conservation management plans are used to determine the significance of historic places and distinguish between their relative sensitivities. By contrast, conservation of collections tends to treat all objects as of equal significance and vulnerability to change while conservators aim to make all objects last 'forever'. The National Trust, UK, now accepts that conservation is the careful management of change. Materials have a finite life-time, and places will evolve, but experiences can be preserved. This approach depends on an ability to distinguish between robust and fragile materials, between furnishings indigenous to each property, and those brought in to supplement displays; the latter can be used more intensively to 'bring places to life'. The pleasure which visitors derive from the use of collections enhances their appreciation of museums, and in turn creates a virtuous circle where visitor numbers and income increase. Museums may have to stop exercising the precautionary principle in order to become more sustainable organizations. © The International Institute for Conservation of Historic and Artistic Works 2012.",2012,2025-12-16 16:11:08,2025-12-16 16:11:08,,S286 - S294,,SUPPL. 1,57,,,,,,,,,,,,,,,,,Type: Conference paper,,,,Museums; Housekeeping; Sustainable; Precautionary principle; Relevance; Replicas; Risk assessment; Significance; Personnel training; Empowerment of personnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2051,0,2026-07-06 13:46:59,
3023,SXQTRKQK,journalArticle,2012.0,"Staniforth, Sarah; Lloyd, Helen",Use it or lose it: The opportunities and challenges of bringing historic places to life,STUDIES IN CONSERVATION,,,10.1179/2047058412Y.0000000053,,"Decorative art collections which remain in the places for which they were made, bought, or collected can illuminate the past by showing how objects were used. This paper explores how managers and collections care staff can establish levels of visitor access and object use which enhance the visitor experience. Conservation management plans are used to determine the significance of historic places and distinguish between their relative sensitivities. By contrast, conservation of collections tends to treat all objects as of equal significance and vulnerability to change while conservators aim to make all objects last `forever'. The National Trust, UK, now accepts that conservation is the careful management of change. Materials have a finite life-time, and places will evolve, but experiences can be preserved. This approach depends on an ability to distinguish between robust and fragile materials, between furnishings indigenous to each property, and those brought in to supplement displays; the latter can be used more intensively to `bring places to life'. The pleasure which visitors derive from the use of collections enhances their appreciation of museums, and in turn creates a virtuous circle where visitor numbers and income increase. Museums may have to stop exercising the precautionary principle in order to become more sustainable organizations.",2012,2025-12-16 16:11:51,2025-12-16 16:11:51,,286-294,,1,57,,,,,,,,,,,,,,,,,Type: Article; Proceedings Paper,,,,Housekeeping; Sustainable; Precautionary principle; Relevance; Replicas; Risk assessment; Significance; Training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2051,0,2026-07-06 13:46:59,
119,HXWZAXGV,journalArticle,2017.0,"Babino, Alexandra; Stewart, Mary Amanda","“I Like English Better”: Latino Dual Language Students’ Investment in Spanish, English, and Bilingualism",Journal of Latinos and Education,,,10.1080/15348431.2016.1179186,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973110374&doi=10.1080%2F15348431.2016.1179186&partnerID=40&md5=9dc12c6ab3fd9924548b164339093a6a,"This mixed-methodology study surveys 63 fifth graders in a one-way dual language school. Findings alarmingly indicate that although these students are native Spanish speakers in a school that delivers 50% of their instruction in Spanish, they prefer English both academically and socially. Subsequent interviews with 10 sample students of the larger study generate deeper understandings about how these students view their languages. If dual language programs are going to be maximally successful, then they must foster an environment that encourages students’ attitudes and investments toward both of their languages, taking particular care to protect and promote the minority language. © 2017 Taylor & Francis Group, LLC.",2017,2025-12-16 16:10:40,2025-12-16 16:10:40,,18 - 29,,1,16,,,,,,,,,,,,,,,,,Type: Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,0,2026-07-06 13:59:25,
172,VAWJVI8Z,journalArticle,2024.0,"Bellón, Paula; Nieva, Silvia; Rena Lyons, Rena",Amplifying Parental Views about Language Choice When Raising Multilingual Children: Towards a Family-Centered Approach in Professional Contexts,Languages,,,10.3390/languages9070250,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199887056&doi=10.3390%2Flanguages9070250&partnerID=40&md5=05d05097ddade09da35c689ae5d2b8ca,"Multilingualism has become the norm in families all over the world. These families need to juggle their children’s linguistic identity and integration in their contexts. They may also need professional advice about which language(s) they should use at home, especially when children present with developmental disorders. There is a dearth of studies addressing the role parental views play in home-language maintenance with children with developmental disorders. This study is conducted in Spain, where Spanish is the national language, along with local languages in certain regions, as well as foreign languages. This qualitative study aimed to deepen our understanding of the views about language choice of multilingual families whose children have either typical language development or a developmental disorder in Spain. We recruited 26 parents of multilingual children aged between 5 and 10 years, from different linguistic backgrounds. Semi-structured online interviews were conducted. The data were analyzed through reflexive thematic analysis. The findings illustrate the complexity and nuance of parents’ views and decisions regarding language choice in their contexts. The themes included identity and belonging, as well as the influences of external advice on parental decisions. It is important that professionals such as speech–language therapists understand these views to enable them to deliver family-centered care. © 2024 by the authors.",2024,2025-12-16 16:10:40,2025-12-16 16:10:40,,,,7,9,,,,,,,,,,,,,,,,,Type: Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,0,2026-07-06 13:59:39,
